"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","Significant"
"Tbcc",-3.7946458177401,1.60528552933238,-9.56279220440929,7.00527063986366e-14,3.14254688994762e-13,20.3457595128959,"Tbcc","Yes"
"Myo5b",-3.79305844837621,-0.526721521473452,-5.58245115815237,5.37818356462607e-07,1.22201315708399e-06,5.25375645561,"Myo5b","Yes"
"Islr",-3.79041523950987,1.93309764079714,-10.1389298124264,7.34710710451471e-15,3.63494221786539e-14,22.6408625583256,"Islr","Yes"
"Foxd2",-3.78638899471266,-0.904212439316339,-5.19693751172305,2.3304145245556e-06,4.99578850112259e-06,3.88679998839424,"Foxd2","Yes"
"Bche",-3.78045337320486,1.54621228246506,-9.24523719274569,2.45773344253923e-13,1.04932241480332e-12,19.1859290735776,"Bche","Yes"
"Il17rb",-3.77785213253265,-2.49669904622403,-4.72232068379946,1.34697150217309e-05,2.65869140815548e-05,2.29863166680902,"Il17rb","Yes"
"Grem2",3.76693496791884,1.75879716617948,10.3514889231343,3.22338245735084e-15,1.66941782047894e-14,23.3893389028205,"Grem2","Yes"
"Slc36a2",3.75735290450706,-2.3547607435518,4.63235003951742,1.86452685011675e-05,3.61785256664958e-05,2.04059533510729,"Slc36a2","Yes"
"Zfp94",-3.75681216526737,0.873250969707561,-7.87741236732401,5.87050941084974e-11,1.96830366051072e-10,13.8493293744323,"Zfp94","Yes"
"Col9a3",-3.75388603323335,4.14046237939749,-20.9241091117935,4.77799734667486e-30,1.17450253295856e-28,57.1352193031975,"Col9a3","Yes"
"Foxa3",-3.74965806973002,-1.88591037657117,-4.64939426905421,1.75349047787192e-05,3.41337917631205e-05,2.17251364881809,"Foxa3","Yes"
"Impg2",-3.74935908916872,-2.13338522907893,-4.69912213709138,1.4651265746117e-05,2.88247964301107e-05,2.28160831758234,"Impg2","Yes"
"Gria4",-3.7364947117699,-0.503962121103421,-5.67761814050015,3.7271653611882e-07,8.59676681223496e-07,5.57724345360152,"Gria4","Yes"
"Cxcl15",-3.73413326260369,1.44690844733705,-8.97311286737557,7.24872540934135e-13,2.96151372987372e-12,18.1595868439907,"Cxcl15","Yes"
"Cend1",-3.7329035052781,-2.51322876885232,-4.65259804633684,1.73335156656047e-05,3.37813958222342e-05,2.103058149343,"Cend1","Yes"
"Naif1",-3.72440441769785,1.28801485632785,-8.58013574370276,3.48464696528673e-12,1.31631200390484e-11,16.6423141639009,"Naif1","Yes"
"Wdr5b",-3.72297098020708,-0.562580179961632,-5.590638988557,5.21150596155348e-07,1.18637506660368e-06,5.27257060827302,"Wdr5b","Yes"
"Klhl3",-3.71738120880483,-2.51924849846692,-4.62490310906724,1.91516573396343e-05,3.71448129056553e-05,2.02589769946371,"Klhl3","Yes"
"Dhh",-3.7142922291298,-2.52951017954359,-4.61095456738132,2.01364746876144e-05,3.89694656660437e-05,1.98515474689989,"Dhh","Yes"
"Fadd",-3.71049577619928,1.49074062653176,-9.05902069592796,5.14911651878791e-13,2.1315504433672e-12,18.4991162488415,"Fadd","Yes"
"AI429214",-3.70987473169955,-0.410511040233622,-5.59103793656006,5.2035162384137e-07,1.1849626788249e-06,5.36248341772777,"AI429214","Yes"
"Chad",3.70973485398905,0.0908250149605869,6.51829132205992,1.37408200899257e-08,3.68923231945132e-08,8.75332594059356,"Chad","Yes"
"Rnf135",-3.70186536113281,1.42578650437838,-9.04695506196238,5.40232291360777e-13,2.23327419356056e-12,18.411139484751,"Rnf135","Yes"
"Kctd11",-3.70154506170313,2.38545228554631,-11.6665243906739,2.20016039446988e-17,1.41633991640122e-16,28.3377889649245,"Kctd11","Yes"
"Zfp324",-3.69968327744268,1.99429795443005,-10.5373201453458,1.57455956011787e-15,8.44131809410526e-15,24.1126570448864,"Zfp324","Yes"
"Nrcam",-3.69716648902493,2.52018468658751,-12.2302122868874,2.76257954021798e-18,1.98540773236889e-17,30.3573884060897,"Nrcam","Yes"
"Zfp128",-3.69701093756873,0.350363724211711,-6.60517328422378,9.72297876121547e-09,2.6556135818184e-08,9.11132564738419,"Zfp128","Yes"
"Fhl4",-3.69615307855929,-2.15915860231995,-4.60959966318237,2.02347250806416e-05,3.91481913307735e-05,2.02864838780396,"Fhl4","Yes"
"Tmem185b",-3.69556828260065,2.22605047071092,-10.9239415167165,3.58921760941211e-16,2.04917309881017e-15,25.6543268326973,"Tmem185b","Yes"
"Mmp15",-3.69163740624892,1.96643900720407,-10.3412403464108,3.35364843954009e-15,1.73080596370354e-14,23.4082210292901,"Mmp15","Yes"
"Wdr86",3.68930049021096,2.15731887898406,11.4312642413382,5.29104722904231e-17,3.25757703702725e-16,27.4924017553957,"Wdr86","Yes"
"Apod",-3.6850972401002,4.14591559678102,-20.6110465254878,1.09577838518849e-29,2.57440040442337e-28,56.4043510381869,"Apod","Yes"
"Hspa5",3.68233059450711,11.2763250313278,205.910543657173,8.89043425748511e-91,1.18011624333857e-86,196.889425368231,"Hspa5","Yes"
"Inka1",-3.67946787627768,1.84810458064044,-9.58274310605462,6.4758444418944e-14,2.91095019037272e-13,20.6408169685812,"Inka1","Yes"
"Gdf9",-3.67776670649786,-1.92325478258073,-4.57054072535147,2.32767749047281e-05,4.46626062569183e-05,1.94680391475602,"Gdf9","Yes"
"Dolk",-3.67722576419448,2.05141035214741,-10.6850721894845,8.93115422434895e-16,4.91917598232398e-15,24.6845685233919,"Dolk","Yes"
"Gemin4",-3.67472302486596,3.30067918507066,-15.5766174889978,2.83013256322458e-23,3.41209624380046e-22,41.7246966191004,"Gemin4","Yes"
"Acvr1c",3.67372476046748,-1.60176758313528,4.75464730065201,1.19771189833723e-05,2.37609142707045e-05,2.46763051488211,"Acvr1c","Yes"
"Il17c",-3.67086847242702,-2.54330232728175,-4.55896394304595,2.42610089607387e-05,4.64973481006129e-05,1.84046968939318,"Il17c","Yes"
"Btg2",-3.66082851106113,5.38612018827496,-32.2354875623843,7.57981790710623e-41,6.49125825154375e-39,82.0133736950633,"Btg2","Yes"
"Ppp1r3c",-3.65306272685945,2.45010791350973,-11.8328546508308,1.18790431774509e-17,7.94369869710242e-17,28.978094108598,"Ppp1r3c","Yes"
"Megf10",-3.64461206115567,1.16284637219027,-8.34568960988891,8.92434551182216e-12,3.24286236857179e-11,15.7459009986437,"Megf10","Yes"
"2810408A11Rik",-3.64202278715249,1.50353842282463,-9.14942153422071,3.59476158785619e-13,1.50716567647514e-12,18.8532941947673,"2810408A11Rik","Yes"
"Tbx2",-3.63868854161854,1.23638988759936,-8.3287415223561,9.55296560278608e-12,3.46559347940373e-11,15.7410702387584,"Tbx2","Yes"
"Nxnl2",3.63833760479386,-2.16987871649329,4.45610932997823,3.49816837565047e-05,6.59489944871245e-05,1.58006469395482,"Nxnl2","Yes"
"Alx1",-3.63068998109411,-0.231208701386494,-5.91904083645019,1.4595945025682e-07,3.50672532617019e-07,6.5182313219152,"Alx1","Yes"
"Ppp1r1b",-3.62711200672569,1.32963753508514,-8.56444842974543,3.71068441363787e-12,1.39970516927051e-11,16.6452515675346,"Ppp1r1b","Yes"
"Gfra2",-3.62524423177767,3.55433412518641,-16.5035982162942,1.50485934241873e-24,2.07214760490313e-23,44.7386155622807,"Gfra2","Yes"
"D3Ertd751e",-3.62238320899851,0.609082209800548,-7.20090896987528,8.9458226010333e-10,2.68718825992569e-09,11.3431920553113,"D3Ertd751e","Yes"
"Akr1cl",-3.62178825119143,-0.982054039823588,-4.9774894067968,5.28543036191421e-06,1.09571767334139e-05,3.22916357894749,"Akr1cl","Yes"
"Fancf",-3.62034558184766,0.33688639058649,-6.67374586488996,7.39679239108475e-09,2.04084436082434e-08,9.36100585474417,"Fancf","Yes"
"Ubox5",-3.62006139374477,1.63976454763678,-9.31907210223056,1.83435745561512e-13,7.9287726687838e-13,19.5687755177334,"Ubox5","Yes"
"Abca9",-3.61601037866794,2.30256989561747,-11.2847495101968,9.16908081540842e-17,5.53984427600052e-16,26.9934246007573,"Abca9","Yes"
"Ppp1r26",-3.61049771772053,2.83502840837235,-12.8928739871641,2.53544224683715e-19,2.02621676005517e-18,32.8719858964447,"Ppp1r26","Yes"
"Dlx4",-3.61044540295733,-0.999539099807913,-4.93519117422294,6.1800335529446e-06,1.27243315312217e-05,3.10320771973633,"Dlx4","Yes"
"Cyp2j9",-3.60281605592407,-0.0170308578295074,-6.14902981736043,5.92506855750271e-08,1.4797621831099e-07,7.393559597505,"Cyp2j9","Yes"
"Ccr10",-3.59775523880842,-1.78640663746157,-4.6920452603339,1.50314287596123e-05,2.95245909078268e-05,2.29294309221674,"Ccr10","Yes"
"Zfp456",-3.59749331113448,-1.96491724993309,-4.47587714295393,3.26150371703346e-05,6.16888007123142e-05,1.67910603328617,"Zfp456","Yes"
"Hspa1a",3.59527771326767,8.28044242102475,89.6786351129165,3.89920940399098e-68,7.39401508979661e-65,144.878998977646,"Hspa1a","Yes"
"Zic4",-3.59230553974349,-1.97994749804248,-4.48331081930888,3.1765970765596e-05,6.01857687614218e-05,1.69623275968354,"Zic4","Yes"
"Shroom1",-3.58516073850166,1.59791715642199,-9.15527041922676,3.51221809730742e-13,1.47442071548573e-12,18.9637538947733,"Shroom1","Yes"
"Entpd1",3.58228800591996,-2.44266568850784,4.34691541866212,5.13816185082447e-05,9.52835434588488e-05,1.25209934448776,"Entpd1","Yes"
"Npc1l1",3.57937764795144,-1.65292201303739,4.6446635466511,1.78364562373614e-05,3.46953575754302e-05,2.1502137109913,"Npc1l1","Yes"
"Zfp882",-3.57842865313073,-0.097234977009368,-5.93345741273821,1.37971040905269e-07,3.32261900757718e-07,6.645061458104,"Zfp882","Yes"
"Zfp719",-3.57829420410935,1.69430913843395,-9.51439711248803,8.47756523209579e-14,3.77241705969962e-13,20.3163264774399,"Zfp719","Yes"
"Gm40095",3.57778118221148,1.99299399277902,10.7837216067269,6.12448429221833e-16,3.43748010549286e-15,25.1566601957203,"Gm40095","Yes"
"Pdzd2",-3.57340775567201,2.17987342327779,-10.7765670434221,6.29413710746301e-16,3.52616286715723e-15,25.1472580703338,"Pdzd2","Yes"
"Fgf12",-3.57117920594629,-2.22885288791484,-4.45841944544012,3.46967243259453e-05,6.54768721499286e-05,1.60095140147714,"Fgf12","Yes"
"Ddit3",3.557305437884,7.51090469825614,69.2300290112103,3.9478724196404e-61,3.27525365614417e-58,128.806698351955,"Ddit3","Yes"
"B3galt6",-3.55069728511578,0.987769092899268,-7.85798854729269,6.34820067170647e-11,2.11989976644608e-10,13.917343183198,"B3galt6","Yes"
"Amigo3",-3.52596498599196,-1.44941870676432,-4.58407048102158,2.21757348488297e-05,4.26424314621709e-05,2.02281547853574,"Amigo3","Yes"
"Zfp712",-3.51745329398476,-0.854552080682093,-5.0297626020142,4.3537248564088e-06,9.09240776336853e-06,3.45905689222062,"Zfp712","Yes"
"Pcdhb7",-3.5144258807062,-1.83351790981484,-4.40740168226378,4.15477794102648e-05,7.77315326133692e-05,1.50118094548324,"Pcdhb7","Yes"
"Kcnmb3",-3.5096559477212,-1.83716341157895,-4.57178483755752,2.31733467928953e-05,4.44705805015024e-05,1.94926850928228,"Kcnmb3","Yes"
"Ncan",-3.50280987817189,0.150324574946474,-6.26250448748853,3.7876709256823e-08,9.66132664633106e-08,7.88574266424899,"Ncan","Yes"
"Pabir1",-3.50231171841575,1.82423481396393,-9.74532566685867,3.41770486962518e-14,1.58513677286529e-13,21.2574810071342,"Pabir1","Yes"
"Exoc8",-3.5011805189512,2.92746007874333,-13.4717428764594,3.29488910121343e-20,2.87172409254807e-19,34.8880171328743,"Exoc8","Yes"
"Paqr9",3.50086539668649,1.48248435464403,9.20983702068703,2.82821273962849e-13,1.19979852687212e-12,19.2197967090466,"Paqr9","Yes"
"Agt",-3.49635394014125,2.429486950497,-11.5660913526137,3.19732809060389e-17,2.01621534796561e-16,28.1074415202239,"Agt","Yes"
"Cadm3",3.4955758418287,-1.91971873700066,4.23101723655042,7.6904079002772e-05,0.000139609511034299,0.998747656380433,"Cadm3","Yes"
"Zfp84",-3.48658938829739,2.24318912613785,-10.4523729025611,2.18372219569241e-15,1.15484973807255e-14,24.0853009047764,"Zfp84","Yes"
"Tram1l1",-3.48377688484355,0.583115508070855,-6.82014915533321,4.12074125255133e-09,1.1633075156607e-08,10.0331218815705,"Tram1l1","Yes"
"Zfp27",-3.48328238227075,2.05808532406324,-10.2624066958932,4.55012403776004e-15,2.30704150027604e-14,23.276323755865,"Zfp27","Yes"
"Ppp1r16b",3.47202271135591,-1.09333852173603,4.87082907773788,7.83260090284413e-06,1.59292085773484e-05,2.94798710293167,"Ppp1r16b","Yes"
"Plekhb1",-3.46760157774581,4.01009422975846,-19.1335002736021,6.27683530075187e-28,1.24170956456305e-26,52.5556058575576,"Plekhb1","Yes"
"Zfp78",-3.46209186310704,-1.24927726766558,-4.6110561797973,2.01291250720022e-05,3.89609224563659e-05,2.11166730370124,"Zfp78","Yes"
"Zfp72",-3.45701785468034,-0.310978296953845,-5.58744662735116,5.27587686846929e-07,1.20040788149255e-06,5.44081899605261,"Zfp72","Yes"
"Gm57631",3.45590842945292,0.579318346591058,7.23142365903492,7.91294269028984e-10,2.38990674109004e-09,11.5642853790896,"Gm57631","Yes"
"Pax3",-3.4402178516,0.37326814832966,-6.37487072283839,2.42826221512883e-08,6.34253298772532e-08,8.39573162982621,"Pax3","Yes"
"Shisa3",-3.43981699919061,0.826487592803599,-7.29337573309603,6.16769572688121e-10,1.88206880640508e-09,11.8422290897752,"Shisa3","Yes"
"Clec2f",3.43773885383347,2.90581332526478,13.675951397788,1.62054233045344e-20,1.45148980394325e-19,35.7119805504402,"Clec2f","Yes"
"Nat8f1",-3.4365541855644,0.769440220518384,-7.10445643107759,1.31807704318296e-09,3.89322533849813e-09,11.1447555662927,"Nat8f1","Yes"
"Dnaaf8",-3.43470862704833,-1.87478272138247,-4.27355623600316,6.63621622293438e-05,0.000121569326722648,1.13364599570061,"Dnaaf8","Yes"
"Ppp1r1a",3.42751127322459,-1.73197562396064,4.32534322857666,5.54079270316332e-05,0.000102406686635742,1.26420956286463,"Ppp1r1a","Yes"
"L1cam",-3.42664256551413,5.3409369289329,-29.4185118154217,1.68457174106662e-38,1.12366860758383e-36,76.94036481485,"L1cam","Yes"
"Wnt11",3.42435948323011,-0.368846818870325,5.66046894961064,3.98227803908729e-07,9.16130999841328e-07,5.71813091350279,"Wnt11","Yes"
"Zfp93",-3.42025685064852,1.39384986241871,-8.53049287194969,4.2516000884482e-12,1.59377971121326e-11,16.6255751809027,"Zfp93","Yes"
"Zfp708",-3.41990038563279,-0.479257671650623,-5.35617716477842,1.27680877249371e-06,2.80694926235203e-06,4.63899936912168,"Zfp708","Yes"
"Efhd1",-3.4198575209746,1.57871300576564,-8.88824725142339,1.01669690850311e-12,4.08339932328903e-12,18.0363326102588,"Efhd1","Yes"
"Ccdc103",-3.41924861730233,-1.09018161965409,-4.60527215690448,2.05516722320695e-05,3.97208644741541e-05,2.14413999477002,"Ccdc103","Yes"
"Pipox",-3.41856576285761,-2.06089290006456,-4.25737599488419,7.01956074160372e-05,0.000128132080973663,1.0728091463633,"Pipox","Yes"
"Nxpe4",-3.40958941816163,0.525415204647528,-6.7469237233611,5.52248750490697e-09,1.53970802646787e-08,9.76056332622082,"Nxpe4","Yes"
"Nebl",-3.40856501233543,1.87930277963819,-9.39329772947549,1.36755249312297e-13,5.97331088967236e-13,20.0642154077438,"Nebl","Yes"
"Oaf",-3.40807914120308,3.45559173981762,-15.4024894242162,4.96893983119709e-23,5.77563111377497e-22,41.4550851293702,"Oaf","Yes"
"Slc27a6",-3.40581083524003,0.0678260689403938,-6.07271616446567,7.99782045956882e-08,1.97255794835222e-07,7.22227402170525,"Slc27a6","Yes"
"Epm2a",-3.40136152373164,-0.907966483521802,-4.86745355620213,7.93029327362545e-06,1.61155408625389e-05,2.97236830356012,"Epm2a","Yes"
"Tfcp2l1",3.39733153339581,0.745602174952529,7.26744738958646,6.84572559959987e-10,2.08083722484746e-09,11.8061836386169,"Tfcp2l1","Yes"
"Epas1",-3.39113499855305,5.29568438438845,-30.0870449444133,4.4902622662122e-39,3.22182385522707e-37,78.1754262600322,"Epas1","Yes"
"Car5a",-3.39111994185217,-1.89733217362536,-4.21637886743139,8.0893425440979e-05,0.00014657102502096,0.977636367061073,"Car5a","Yes"
"Abca8a",-3.38706360232748,2.77113538149152,-12.4301722619704,1.33591008350913e-18,9.93994980297097e-18,31.358234450367,"Abca8a","Yes"
"Hexim2",-3.37758386092463,1.59849445469533,-8.92301692132667,8.8505494205936e-13,3.57850115775082e-12,18.1878746743453,"Hexim2","Yes"
"Gabrb3",-3.37735620978545,-0.925452074739158,-4.79030655456139,1.05178521330822e-05,2.10230340633237e-05,2.7446657742671,"Gabrb3","Yes"
"Irf2bp1",-3.37004212555482,3.99995130974566,-18.7211253253763,2.02199928937127e-27,3.75910624189274e-26,51.483405451885,"Irf2bp1","Yes"
"Kcnb1",-3.36867939574858,0.356455443348491,-6.31220643211554,3.11205200886331e-08,8.0236378189969e-08,8.18399242127877,"Kcnb1","Yes"
"Myocd",-3.35235311833379,-1.7647867572802,-4.1455810162971,0.000103188041797665,0.000184772435831945,0.800743020261197,"Myocd","Yes"
"Plp1",-3.35040440921098,5.83813809021503,-36.3325854656822,5.92793740705061e-44,7.79083575655344e-42,89.4301595038108,"Plp1","Yes"
"Zfp850",-3.34929608591295,1.67490007482579,-8.81055882243604,1.38631908518747e-12,5.47654722826836e-12,17.8370577574821,"Zfp850","Yes"
"Cmpk2",-3.34485889840856,-1.55071170470866,-4.39331062261214,4.3660851529821e-05,8.14323652110221e-05,1.48085155710143,"Cmpk2","Yes"
"Gnat2",-3.34271447526524,-0.75241300951737,-4.94183399449777,6.03031464663635e-06,1.24314950488354e-05,3.26367702365286,"Gnat2","Yes"
"Faap24",-3.34162034728997,0.734041970993876,-7.07095319223691,1.50788867784823e-09,4.42531822015418e-09,11.0258644056078,"Faap24","Yes"
"Skida1",-3.34137799471383,0.0389349366578925,-5.72370323380605,3.11885643869685e-07,7.24530982976234e-07,6.06265243694834,"Skida1","Yes"
"Insc",-3.33929462481842,1.5694294453751,-8.4823338009644,5.15715964658634e-12,1.91218260192143e-11,16.584271745299,"Insc","Yes"
"Iqcg",-3.33789745820118,-1.6593916709938,-4.12387425019472,0.000111139922655126,0.000198289157704857,0.750603440248815,"Iqcg","Yes"
"Lrrc69",3.3369822290095,3.24810093111623,15.5299231164487,3.29003867425593e-23,3.93087068965556e-22,41.8486172182969,"Lrrc69","Yes"
"Scara3",-3.33103016167787,3.55417840939181,-16.1897597158414,4.01672709848614e-24,5.33180355053051e-23,43.9334449766562,"Scara3","Yes"
"Ntn3",-3.33099685446748,-0.76979824283064,-4.81040518469516,9.77351323393941e-06,1.96179668331032e-05,2.87135226115871,"Ntn3","Yes"
"Dhrs9",-3.32341565724564,1.90324026024097,-9.49315136230917,9.21866160371414e-14,4.08576007104179e-13,20.4573523571728,"Dhrs9","Yes"
"Hcn1",-3.31699861599088,-1.92898556865076,-4.27582044566741,6.58421683606795e-05,0.000120650047324636,1.12967812408227,"Hcn1","Yes"
"Zim1",-3.31647101854341,3.23715728020586,-14.3993898609963,1.36943216718406e-21,1.37087802316751e-20,38.1865810128372,"Zim1","Yes"
"Adam1a",-3.31612887944648,-1.13239235791902,-4.48870277803054,3.11635987391529e-05,5.91035304562817e-05,1.81085475714185,"Adam1a","Yes"
"Ropn1l",-3.31547426598618,-0.864226324448778,-4.6893945736062,1.51762852387341e-05,2.97782720264533e-05,2.4797246003095,"Ropn1l","Yes"
"Angptl2",-3.31513788705329,4.80485110517384,-24.5600547495989,5.89775333106019e-34,2.22405618512764e-32,66.5156762225576,"Angptl2","Yes"
"Gipr",-3.3125502000679,-1.66550493192493,-4.10606433642089,0.000118103208928354,0.000210175894263973,0.702850263386023,"Gipr","Yes"
"Lipt2",-3.31004486107505,-1.56874915114762,-4.33710273553986,5.31766076118988e-05,9.85158812896503e-05,1.32551475006595,"Lipt2","Yes"
"Vipr1",-3.30614760366847,0.647046049695984,-6.81283715013502,4.24306924309202e-09,1.19656896394314e-08,10.0787309501453,"Vipr1","Yes"
"Kcnk5",-3.30456502487182,2.34003713735077,-10.6388093358813,1.06635358774167e-15,5.82261518868077e-15,24.8604811626694,"Kcnk5","Yes"
"Fam89a",-3.29936674978316,-0.959579202888659,-4.68970672286913,1.51591561859807e-05,2.97490596115772e-05,2.44824780797908,"Fam89a","Yes"
"Rbak",-3.29117031617123,1.70770113276002,-8.84452870691966,1.21048033631931e-12,4.81796581238456e-12,17.992256974656,"Rbak","Yes"
"Lgals2",-3.28855961741135,-1.48576855410678,-4.05882363416231,0.00013867404235304,0.000245075121580915,0.590744895912561,"Lgals2","Yes"
"Brme1",-3.28526905336452,0.523178408035984,-6.28752986998732,3.43103922042202e-08,8.79220359302739e-08,8.18952470536165,"Brme1","Yes"
"Erbb4",3.28383857001191,-1.43295408848786,4.33532315949197,5.35085888068537e-05,9.90756043830626e-05,1.32945213213901,"Erbb4","Yes"
"Zscan30",-3.28311708829888,-0.237954461462504,-5.33832426287069,1.36630811868685e-06,2.99576709075806e-06,4.70438784550175,"Zscan30","Yes"
"Zyg11a",3.28131975828158,-0.870171868360049,4.84614058664898,8.57522993790897e-06,1.73411947281846e-05,2.9916714734657,"Zyg11a","Yes"
"Senp8",-3.28068945693321,1.51321069679442,-8.46091035039039,5.61990405839254e-12,2.07506554857031e-11,16.4814472071145,"Senp8","Yes"
"Cpm",-3.27284161185777,0.939887315763964,-7.25236916735142,7.27372745094582e-10,2.20588206954203e-09,11.7943845972441,"Cpm","Yes"
"Gstm6",-3.27223986366785,-0.331927855347099,-5.27447646777535,1.73986702032236e-06,3.77554272155615e-06,4.46731025675045,"Gstm6","Yes"
"F8",-3.27078300406262,-0.707269948106915,-4.76832881442209,1.13952348231508e-05,2.26641215227007e-05,2.77682307021094,"F8","Yes"
"Mfsd4b4",-3.27058931740574,2.80758902289891,-12.2050978172537,3.02760771322645e-18,2.16416073157609e-17,30.6552726326262,"Mfsd4b4","Yes"
"Rasgef1a",3.26552920052494,0.62504654739302,6.92149443799185,2.74621590557894e-09,7.8715763184312e-09,10.5305248685576,"Rasgef1a","Yes"
